Unnamed: 0,Title,Rank,Type,Episodes,Aired,Members,page_url,image_url,Score
116,Xi Yangyang Yu Hui Tailang: Hu Hu Sheng Wei,10978,Movie,1,Jan 2010 - Jan 2010,560,https://myanimelist.net/anime/9973/Xi_Yangyang_Yu_Hui_Tailang__Hu_Hu_Sheng_Wei,https://myanimelist.net/anime/9973/Xi_Yangyang_Yu_Hui_Tailang__Hu_Hu_Sheng_Wei/pics,5.45
117,Fullmetal Alchemist: The Sacred Star of Milos,2740,Movie,1,Jul 2011 - Jul 2011,181371,https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos,https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos/pics,7.26
118,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,937,Movie,1,Apr 2017 - Apr 2017,14070,https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii,https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii/pics,7.79
119,Ajin Part 2: Shoutotsu,2935,Movie,1,May 2016 - May 2016,26690,https://myanimelist.net/anime/30869/Ajin_Part_2__Shoutotsu,https://myanimelist.net/anime/30869/Ajin_Part_2__Shoutotsu/pics,7.22
120,Dr. Slump: Arale-chan no Koutsuu Anzen,10327,Special,2,1983 - 1983,825,https://myanimelist.net/anime/30420/Dr_Slump__Arale-chan_no_Koutsuu_Anzen,https://myanimelist.net/anime/30420/Dr_Slump__Arale-chan_no_Koutsuu_Anzen/pics,5.65
121,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,9148,Movie,1,Mar 1984 - Mar 1984,836,https://myanimelist.net/anime/29235/Ninja_Hattori-kun_Plus_Perman__Chounouryoku_Wars,https://myanimelist.net/anime/29235/Ninja_Hattori-kun_Plus_Perman__Chounouryoku_Wars/pics,5.94
122,Argento Soma: Hitori to Hitori,7294,Special,1,Mar 2002 - Mar 2002,3870,https://myanimelist.net/anime/1789/Argento_Soma__Hitori_to_Hitori,https://myanimelist.net/anime/1789/Argento_Soma__Hitori_to_Hitori/pics,6.32
123,True Tears: Raigomaru to Jibeta no Monogatari,8157,Special,1,Mar 2010 - Mar 2010,7718,https://myanimelist.net/anime/9002/True_Tears__Raigomaru_to_Jibeta_no_Monogatari,https://myanimelist.net/anime/9002/True_Tears__Raigomaru_to_Jibeta_no_Monogatari/pics,6.15
124,Tantei Gakuen Q,1062,TV,45,Apr 2003 - Mar 2004,34250,https://myanimelist.net/anime/407/Tantei_Gakuen_Q,https://myanimelist.net/anime/407/Tantei_Gakuen_Q/pics,7.73
125,Katanagatari,237,TV,12,Jan 2010 - Dec 2010,546522,https://myanimelist.net/anime/6594/Katanagatari,https://myanimelist.net/anime/6594/Katanagatari/pics,8.31
126,Ookami wa Ookami da,11892,Movie,1,1931 - 1931,514,https://myanimelist.net/anime/34957/Ookami_wa_Ookami_da,https://myanimelist.net/anime/34957/Ookami_wa_Ookami_da/pics,5.08
127,Himitsu no Hana no Niwa,5910,ONA,1,Mar 2023 - Mar 2023,552,https://myanimelist.net/anime/54725/Himitsu_no_Hana_no_Niwa,https://myanimelist.net/anime/54725/Himitsu_no_Hana_no_Niwa/pics,6.59
128,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,9339,Movie,1,Mar 1985 - Mar 1985,665,https://myanimelist.net/anime/29233/Ninja_Hattori-kun_Plus_Perman__Ninja_Kaijuu_Jippou_tai_Miracle_Tamago,https://myanimelist.net/anime/29233/Ninja_Hattori-kun_Plus_Perman__Ninja_Kaijuu_Jippou_tai_Miracle_Tamago/pics,5.9
129,Tokyo Ghoul √A,3954,TV,12,Jan 2015 - Mar 2015,1712621,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A/pics,7.02
130,Qiang Shen Ji: Tegong Shijie Pian,8370,ONA,12,Jun 2018 - Aug 2018,449,https://myanimelist.net/anime/42149/Qiang_Shen_Ji__Tegong_Shijie_Pian,https://myanimelist.net/anime/42149/Qiang_Shen_Ji__Tegong_Shijie_Pian/pics,6.11
131,Hot Minute: Gudetama,10467,ONA,1,Nov 2015 - Nov 2015,1139,https://myanimelist.net/anime/32349/Hot_Minute__Gudetama,https://myanimelist.net/anime/32349/Hot_Minute__Gudetama/pics,5.61
132,Mahou no Star Magical Emi: Kumo Hikaru,8599,OVA,1,May 2002 - May 2002,1043,https://myanimelist.net/anime/8431/Mahou_no_Star_Magical_Emi__Kumo_Hikaru,https://myanimelist.net/anime/8431/Mahou_no_Star_Magical_Emi__Kumo_Hikaru/pics,6.06
133,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",4991,Special,1,Dec 2014 - Dec 2014,9101,https://myanimelist.net/anime/27419/Tari_Tari__Kumottari_Kagayaitari_Mata_Itsuka_Utattari,https://myanimelist.net/anime/27419/Tari_Tari__Kumottari_Kagayaitari_Mata_Itsuka_Utattari/pics,6.77
134,Uchuu Kazoku Carlvinson,5890,OVA,1,Dec 1988 - Dec 1988,3014,https://myanimelist.net/anime/4533/Uchuu_Kazoku_Carlvinson,https://myanimelist.net/anime/4533/Uchuu_Kazoku_Carlvinson/pics,6.59
135,Choujin Locke: Shinsekai Sentai,9315,OVA,2,Aug 1991 - Oct 1991,1316,https://myanimelist.net/anime/4534/Choujin_Locke__Shinsekai_Sentai,https://myanimelist.net/anime/4534/Choujin_Locke__Shinsekai_Sentai/pics,5.9
136,Elite Banana Banao,10400,ONA,9,Dec 2015 - Aug 2016,686,https://myanimelist.net/anime/33986/Elite_Banana_Banao,https://myanimelist.net/anime/33986/Elite_Banana_Banao/pics,5.63
137,Digimon Adventure: 20-shuunen Memorial Story,5245,ONA,5,Nov 2019 - Dec 2020,5847,https://myanimelist.net/anime/41206/Digimon_Adventure__20-shuunen_Memorial_Story,https://myanimelist.net/anime/41206/Digimon_Adventure__20-shuunen_Memorial_Story/pics,6.72
138,Irregular Hunter X: The Day of Sigma,3212,OVA,1,Dec 2005 - Dec 2005,11610,https://myanimelist.net/anime/2808/Irregular_Hunter_X__The_Day_of_Sigma,https://myanimelist.net/anime/2808/Irregular_Hunter_X__The_Day_of_Sigma/pics,7.17
139,Ai Tenshi Densetsu Wedding Peach DX,5510,OVA,4,Dec 1996 - Jul 1997,5960,https://myanimelist.net/anime/1957/Ai_Tenshi_Densetsu_Wedding_Peach_DX,https://myanimelist.net/anime/1957/Ai_Tenshi_Densetsu_Wedding_Peach_DX/pics,6.67
140,Pokemon: Mewtwo - Kakusei e no Prologue,5650,Special,1,Jul 2013 - Jul 2013,8608,https://myanimelist.net/anime/19099/Pokemon__Mewtwo_-_Kakusei_e_no_Prologue,https://myanimelist.net/anime/19099/Pokemon__Mewtwo_-_Kakusei_e_no_Prologue/pics,6.64
141,Yoku Wakaru Gendai Mahou,6753,TV,12,Jul 2009 - Sep 2009,25186,https://myanimelist.net/anime/5454/Yoku_Wakaru_Gendai_Mahou,https://myanimelist.net/anime/5454/Yoku_Wakaru_Gendai_Mahou/pics,6.43
142,Honoo no Alpenrose: Ai no Symphony Ongaku-hen,10208,OVA,1,-,514,https://myanimelist.net/anime/35628/Honoo_no_Alpenrose__Ai_no_Symphony_Ongaku-hen,https://myanimelist.net/anime/35628/Honoo_no_Alpenrose__Ai_no_Symphony_Ongaku-hen/pics,5.68
143,Kuromi's Pretty Journey,7317,ONA,21,Feb 2023 - Mar 2023,1388,https://myanimelist.net/anime/54535/Kuromis_Pretty_Journey,https://myanimelist.net/anime/54535/Kuromis_Pretty_Journey/pics,6.32
144,Long She Yanyi,4289,ONA,16,Jan 2022 - Apr 2022,1027,https://myanimelist.net/anime/50544/Long_She_Yanyi,https://myanimelist.net/anime/50544/Long_She_Yanyi/pics,6.93
145,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,1176,Movie,1,Dec 1994 - Dec 1994,52820,https://myanimelist.net/anime/997/Bishoujo_Senshi_Sailor_Moon_S__Kaguya-hime_no_Koibito,https://myanimelist.net/anime/997/Bishoujo_Senshi_Sailor_Moon_S__Kaguya-hime_no_Koibito/pics,7.69
146,Legend of Basara: Shinbashi Theater,10772,Special,1,Sep 2002 - Sep 2002,590,https://myanimelist.net/anime/23597/Legend_of_Basara__Shinbashi_Theater,https://myanimelist.net/anime/23597/Legend_of_Basara__Shinbashi_Theater/pics,5.52
147,Himitsu no Akko-chan 3,6959,TV,44,Apr 1998 - Feb 1999,1073,https://myanimelist.net/anime/3839/Himitsu_no_Akko-chan_3,https://myanimelist.net/anime/3839/Himitsu_no_Akko-chan_3/pics,6.39
148,Wooser no Sono Higurashi,7966,TV,12,Oct 2012 - Dec 2012,11833,https://myanimelist.net/anime/15313/Wooser_no_Sono_Higurashi,https://myanimelist.net/anime/15313/Wooser_no_Sono_Higurashi/pics,6.19
149,Shiri Play,12230,Movie,1,2005 - 2005,275,https://myanimelist.net/anime/41443/Shiri_Play,https://myanimelist.net/anime/41443/Shiri_Play/pics,4.84
150,Neko Ramen,8212,ONA,13,Dec 2006 - Mar 2007,3856,https://myanimelist.net/anime/3535/Neko_Ramen,https://myanimelist.net/anime/3535/Neko_Ramen/pics,6.14
151,Lostorage Incited WIXOSS,5486,TV,12,Oct 2016 - Dec 2016,56428,https://myanimelist.net/anime/33197/Lostorage_Incited_WIXOSS,https://myanimelist.net/anime/33197/Lostorage_Incited_WIXOSS/pics,6.67
152,Hulaing Babies,9805,TV,12,Jan 2019 - Mar 2019,3925,https://myanimelist.net/anime/34332/Hulaing_Babies,https://myanimelist.net/anime/34332/Hulaing_Babies/pics,5.78
153,Urusei Yatsura Movie 4: Lum The Forever,5282,Movie,1,Feb 1986 - Feb 1986,7653,https://myanimelist.net/anime/1923/Urusei_Yatsura_Movie_4__Lum_The_Forever,https://myanimelist.net/anime/1923/Urusei_Yatsura_Movie_4__Lum_The_Forever/pics,6.72
154,Masou Gakuen HxH Specials,6172,Special,6,Sep 2016 - Feb 2017,36243,https://myanimelist.net/anime/34447/Masou_Gakuen_HxH_Specials,https://myanimelist.net/anime/34447/Masou_Gakuen_HxH_Specials/pics,6.54
155,One Off,6896,OVA,4,Aug 2012 - Oct 2012,16351,https://myanimelist.net/anime/13283/One_Off,https://myanimelist.net/anime/13283/One_Off/pics,6.4
156,Dragon Half,4673,OVA,2,Mar 1993 - May 1993,20943,https://myanimelist.net/anime/870/Dragon_Half,https://myanimelist.net/anime/870/Dragon_Half/pics,6.84
157,Suteki Tantei Labyrinth,5579,TV,25,Oct 2007 - Mar 2008,9912,https://myanimelist.net/anime/2965/Suteki_Tantei_Labyrinth,https://myanimelist.net/anime/2965/Suteki_Tantei_Labyrinth/pics,6.66
158,Zeonic Toyota Special Movie,8319,ONA,2,Aug 2013 - Sep 2015,3061,https://myanimelist.net/anime/20355/Zeonic_Toyota_Special_Movie,https://myanimelist.net/anime/20355/Zeonic_Toyota_Special_Movie/pics,6.12
159,Kidou Senshi Gundam: Tekketsu no Orphans,527,TV,25,Oct 2015 - Mar 2016,230822,https://myanimelist.net/anime/31251/Kidou_Senshi_Gundam__Tekketsu_no_Orphans,https://myanimelist.net/anime/31251/Kidou_Senshi_Gundam__Tekketsu_no_Orphans/pics,8.05
160,Hoshizora no Violin,6641,Movie,1,1994 - 1994,904,https://myanimelist.net/anime/9957/Hoshizora_no_Violin,https://myanimelist.net/anime/9957/Hoshizora_no_Violin/pics,6.45
161,Bungou Stray Dogs 4th Season,146,TV,13,Jan 2023 - Mar 2023,232003,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season/pics,8.45
162,Peeping Life,11825,TV,10,May 2009 - Aug 2009,3097,https://myanimelist.net/anime/6525/Peeping_Life,https://myanimelist.net/anime/6525/Peeping_Life/pics,5.12
163,Disney Tsum Tsum,10344,TV,37,Mar 2015 - 2017,1155,https://myanimelist.net/anime/28921/Disney_Tsum_Tsum,https://myanimelist.net/anime/28921/Disney_Tsum_Tsum/pics,5.64
164,Onegai My Melody Sukkiri♪,4378,TV,52,Apr 2007 - Mar 2008,3343,https://myanimelist.net/anime/5520/Onegai_My_Melody_Sukkiri♪,https://myanimelist.net/anime/5520/Onegai_My_Melody_Sukkiri♪/pics,6.91
165,.hack//G.U. Trilogy,3631,Movie,1,Dec 2007 - Dec 2007,32249,https://myanimelist.net/anime/3269/hack__GU_Trilogy,https://myanimelist.net/anime/3269/hack__GU_Trilogy/pics,7.08
166,Shin Chou Kyou Ryo: Condor Hero,2672,TV,26,Apr 2001 - Oct 2002,8946,https://myanimelist.net/anime/959/Shin_Chou_Kyou_Ryo__Condor_Hero,https://myanimelist.net/anime/959/Shin_Chou_Kyou_Ryo__Condor_Hero/pics,7.28
167,Aa / ii,12625,Movie,1,2014 - 2014,761,https://myanimelist.net/anime/38701/Aa___ii,https://myanimelist.net/anime/38701/Aa___ii/pics,4.35
168,Niji no Kanata e! Shoujo Diana Monogatari,11708,Special,1,May 1986 - May 1986,748,https://myanimelist.net/anime/12165/Niji_no_Kanata_e_Shoujo_Diana_Monogatari,https://myanimelist.net/anime/12165/Niji_no_Kanata_e_Shoujo_Diana_Monogatari/pics,5.18
169,Anima Yell!,4513,TV,12,Oct 2018 - Dec 2018,42374,https://myanimelist.net/anime/37206/Anima_Yell,https://myanimelist.net/anime/37206/Anima_Yell/pics,6.88
170,Vampire Knight,4507,TV,13,Apr 2008 - Jul 2008,587777,https://myanimelist.net/anime/3457/Vampire_Knight,https://myanimelist.net/anime/3457/Vampire_Knight/pics,6.88
171,Ookami-san to Shichinin no Nakama-tachi,3227,TV,12,Jul 2010 - Sep 2010,272473,https://myanimelist.net/anime/7769/Ookami-san_to_Shichinin_no_Nakama-tachi,https://myanimelist.net/anime/7769/Ookami-san_to_Shichinin_no_Nakama-tachi/pics,7.17
172,Pokemon Best Wishes! Hikari to Kage no Tenkyuugi,8309,Movie,1,Jul 2011 - Jul 2011,731,https://myanimelist.net/anime/42138/Pokemon_Best_Wishes_Hikari_to_Kage_no_Tenkyuugi,https://myanimelist.net/anime/42138/Pokemon_Best_Wishes_Hikari_to_Kage_no_Tenkyuugi/pics,6.12
173,"Dakara Boku wa, H ga Dekinai. Recap",6614,Special,1,Aug 2012 - Aug 2012,26376,https://myanimelist.net/anime/15325/Dakara_Boku_wa_H_ga_Dekinai_Recap,https://myanimelist.net/anime/15325/Dakara_Boku_wa_H_ga_Dekinai_Recap/pics,6.46
174,Digimon Adventure tri. 6: Bokura no Mirai,3029,Movie,1,May 2018 - May 2018,44440,https://myanimelist.net/anime/36466/Digimon_Adventure_tri_6__Bokura_no_Mirai,https://myanimelist.net/anime/36466/Digimon_Adventure_tri_6__Bokura_no_Mirai/pics,7.2
175,Ichigeki Sacchuu!! Hoihoi-san,8734,OVA,1,Sep 2004 - Sep 2004,8053,https://myanimelist.net/anime/932/Ichigeki_Sacchuu_Hoihoi-san,https://myanimelist.net/anime/932/Ichigeki_Sacchuu_Hoihoi-san/pics,6.03
176,A3! Season Autumn & Winter,2625,TV,12,Oct 2020 - Dec 2020,21479,https://myanimelist.net/anime/40272/A3_Season_Autumn___Winter,https://myanimelist.net/anime/40272/A3_Season_Autumn___Winter/pics,7.28
177,Aldnoah.Zero Extra Archives,5847,Special,1,Jan 2015 - Jan 2015,14703,https://myanimelist.net/anime/29223/AldnoahZero_Extra_Archives,https://myanimelist.net/anime/29223/AldnoahZero_Extra_Archives/pics,6.6
178,Initial D Fifth Stage,474,TV,14,Nov 2012 - May 2013,138873,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage/pics,8.09
179,Chocchan Monogatari,6215,Movie,1,Mar 1996 - Mar 1996,1607,https://myanimelist.net/anime/4201/Chocchan_Monogatari,https://myanimelist.net/anime/4201/Chocchan_Monogatari/pics,6.53
180,Kidou Senshi Gundam: Suisei no Majo - Prologue,781,Special,1,Jul 2022 - Jul 2022,37911,https://myanimelist.net/anime/52168/Kidou_Senshi_Gundam__Suisei_no_Majo_-_Prologue,https://myanimelist.net/anime/52168/Kidou_Senshi_Gundam__Suisei_no_Majo_-_Prologue/pics,7.87
181,Youkoso Lodoss-tou e!,8765,Movie,1,Apr 1998 - Apr 1998,2061,https://myanimelist.net/anime/2840/Youkoso_Lodoss-tou_e,https://myanimelist.net/anime/2840/Youkoso_Lodoss-tou_e/pics,6.02
182,Roll,12532,ONA,1,Aug 2014 - Aug 2014,459,https://myanimelist.net/anime/38766/Roll,https://myanimelist.net/anime/38766/Roll/pics,4.55
183,Tabi wa Michizure Yo wa Nasake,11805,Movie,1,1973 - 1973,324,https://myanimelist.net/anime/29799/Tabi_wa_Michizure_Yo_wa_Nasake,https://myanimelist.net/anime/29799/Tabi_wa_Michizure_Yo_wa_Nasake/pics,5.13
184,Little Busters! EX,1162,Special,8,Jan 2014 - Jul 2014,54086,https://myanimelist.net/anime/20517/Little_Busters_EX,https://myanimelist.net/anime/20517/Little_Busters_EX/pics,7.69
185,Yaoguai Mingdan 2nd Season,2081,ONA,21,Aug 2017 - Dec 2017,8970,https://myanimelist.net/anime/36160/Yaoguai_Mingdan_2nd_Season,https://myanimelist.net/anime/36160/Yaoguai_Mingdan_2nd_Season/pics,7.41
186,Medarot Damashii,5625,TV,39,Jul 2000 - Mar 2001,19732,https://myanimelist.net/anime/4052/Medarot_Damashii,https://myanimelist.net/anime/4052/Medarot_Damashii/pics,6.65
187,Sekai de Ichiban Tsuyoku Naritai! Specials,10184,Special,6,Dec 2013 - May 2014,8097,https://myanimelist.net/anime/21009/Sekai_de_Ichiban_Tsuyoku_Naritai_Specials,https://myanimelist.net/anime/21009/Sekai_de_Ichiban_Tsuyoku_Naritai_Specials/pics,5.68
188,Hachimitsu to Clover,594,TV,24,Apr 2005 - Sep 2005,260865,https://myanimelist.net/anime/16/Hachimitsu_to_Clover,https://myanimelist.net/anime/16/Hachimitsu_to_Clover/pics,8.0
189,Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,5081,Special,1,Dec 2011 - Dec 2011,56249,https://myanimelist.net/anime/10604/Hidan_no_Aria__Butei_ga_Kitarite_Onsen_Kenshuu,https://myanimelist.net/anime/10604/Hidan_no_Aria__Butei_ga_Kitarite_Onsen_Kenshuu/pics,6.76
190,Kidou Senshi Gundam: Uchuu Seiki Yowa,8672,Special,10,Oct 1996 - Jul 1999,3288,https://myanimelist.net/anime/5723/Kidou_Senshi_Gundam__Uchuu_Seiki_Yowa,https://myanimelist.net/anime/5723/Kidou_Senshi_Gundam__Uchuu_Seiki_Yowa/pics,6.04
191,Hidamari Sketch x ☆☆☆ Specials,920,Special,2,Oct 2010 - Oct 2010,14637,https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials,https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials/pics,7.8
192,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,10549,OVA,1,Mar 1994 - Mar 1994,597,https://myanimelist.net/anime/18587/Hello_Kitty_no_Alps_no_Shoujo_Heidi_II__Klara_to_no_Deai,https://myanimelist.net/anime/18587/Hello_Kitty_no_Alps_no_Shoujo_Heidi_II__Klara_to_no_Deai/pics,5.59
193,Mitsudomoe Zouryouchuu!,1231,TV,8,Jan 2011 - Feb 2011,44961,https://myanimelist.net/anime/9510/Mitsudomoe_Zouryouchuu,https://myanimelist.net/anime/9510/Mitsudomoe_Zouryouchuu/pics,7.66
194,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,2535,Movie,1,Oct 2012 - Oct 2012,5269,https://myanimelist.net/anime/15307/Smile_Precure_Movie__Ehon_no_Naka_wa_Minna_Chiguhagu,https://myanimelist.net/anime/15307/Smile_Precure_Movie__Ehon_no_Naka_wa_Minna_Chiguhagu/pics,7.3
195,Misute♡naide Daisy,8745,TV,12,Jul 1997 - Sep 1997,1933,https://myanimelist.net/anime/1936/Misute♡naide_Daisy,https://myanimelist.net/anime/1936/Misute♡naide_Daisy/pics,6.03
196,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,8673,Movie,1,Jul 1985 - Jul 1985,917,https://myanimelist.net/anime/3276/Kinnikuman__Gyakushuu_Uchuu_Kakure_Choujin,https://myanimelist.net/anime/3276/Kinnikuman__Gyakushuu_Uchuu_Kakure_Choujin/pics,6.04
197,Uriko-hime to Amanojaku,11487,Movie,1,1956 - 1956,329,https://myanimelist.net/anime/29917/Uriko-hime_to_Amanojaku,https://myanimelist.net/anime/29917/Uriko-hime_to_Amanojaku/pics,5.28
198,Zounds,11774,Movie,1,2003 - 2003,334,https://myanimelist.net/anime/39331/Zounds,https://myanimelist.net/anime/39331/Zounds/pics,5.14
199,Chao Zhi Neng Zu Qiu,7407,TV,52,Jun 2010 - Jun 2014,1854,https://myanimelist.net/anime/36993/Chao_Zhi_Neng_Zu_Qiu,https://myanimelist.net/anime/36993/Chao_Zhi_Neng_Zu_Qiu/pics,6.3
200,Tokyo Disney Resort: Yume ga Kanau Basho,8618,Special,1,Mar 2012 - Mar 2012,1690,https://myanimelist.net/anime/13495/Tokyo_Disney_Resort__Yume_ga_Kanau_Basho,https://myanimelist.net/anime/13495/Tokyo_Disney_Resort__Yume_ga_Kanau_Basho/pics,6.06
201,Kuroshitsuji: Book of Circus,503,TV,10,Jul 2014 - Sep 2014,388894,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus/pics,8.07
202,Zettai Zetsumei Dangerous Jiisan,11071,TV,33,Oct 2003 - Mar 2004,430,https://myanimelist.net/anime/23313/Zettai_Zetsumei_Dangerous_Jiisan,https://myanimelist.net/anime/23313/Zettai_Zetsumei_Dangerous_Jiisan/pics,5.43
203,Kidou Senshi Gundam 00 Special Edition,1581,OVA,3,Oct 2009 - Feb 2010,11727,https://myanimelist.net/anime/7270/Kidou_Senshi_Gundam_00_Special_Edition,https://myanimelist.net/anime/7270/Kidou_Senshi_Gundam_00_Special_Edition/pics,7.54
204,MM! Specials,5799,Special,9,Dec 2010 - May 2011,33147,https://myanimelist.net/anime/9581/MM_Specials,https://myanimelist.net/anime/9581/MM_Specials/pics,6.61
205,Mai-HiME: Kuro no Mai/Saigo no Bansan,5776,Special,1,Jan 2010 - Jan 2010,6040,https://myanimelist.net/anime/8062/Mai-HiME__Kuro_no_Mai_Saigo_no_Bansan,https://myanimelist.net/anime/8062/Mai-HiME__Kuro_no_Mai_Saigo_no_Bansan/pics,6.62
206,Gintama Movie 1: Shinyaku Benizakura-hen,118,Movie,1,Apr 2010 - Apr 2010,157788,https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen,https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen/pics,8.52
207,Toaru Kagaku no Accelerator,2996,TV,12,Jul 2019 - Sep 2019,225298,https://myanimelist.net/anime/38480/Toaru_Kagaku_no_Accelerator,https://myanimelist.net/anime/38480/Toaru_Kagaku_no_Accelerator/pics,7.21
208,Detective Conan: Chase the Mysterious Comet Monster!,6950,OVA,1,Nov 2001 - Nov 2001,3059,https://myanimelist.net/anime/33145/Detective_Conan__Chase_the_Mysterious_Comet_Monster,https://myanimelist.net/anime/33145/Detective_Conan__Chase_the_Mysterious_Comet_Monster/pics,6.39
209,A.D. Police (TV),9258,TV,12,Apr 1999 - Jul 1999,11658,https://myanimelist.net/anime/1349/AD_Police_TV,https://myanimelist.net/anime/1349/AD_Police_TV/pics,5.91
210,Stratos 4 Advance Kanketsu-hen,4779,OVA,2,Sep 2006 - Oct 2006,2916,https://myanimelist.net/anime/1584/Stratos_4_Advance_Kanketsu-hen,https://myanimelist.net/anime/1584/Stratos_4_Advance_Kanketsu-hen/pics,6.82
211,Onegai♪My Melody Kirara★,6175,TV,52,Apr 2008 - Mar 2009,2415,https://myanimelist.net/anime/5938/Onegai♪My_Melody_Kirara★,https://myanimelist.net/anime/5938/Onegai♪My_Melody_Kirara★/pics,6.54
212,Choujin Locke,7243,Movie,1,Mar 1984 - Mar 1984,3684,https://myanimelist.net/anime/3522/Choujin_Locke,https://myanimelist.net/anime/3522/Choujin_Locke/pics,6.33
213,Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,2164,OVA,1,Dec 2005 - Dec 2005,23128,https://myanimelist.net/anime/1241/Kidou_Senshi_Gundam_SEED_Destiny_Final_Plus__Erabareta_Mirai,https://myanimelist.net/anime/1241/Kidou_Senshi_Gundam_SEED_Destiny_Final_Plus__Erabareta_Mirai/pics,7.38
214,Natsu no Shisen 1942,12495,Movie,1,2002 - 2002,551,https://myanimelist.net/anime/22163/Natsu_no_Shisen_1942,https://myanimelist.net/anime/22163/Natsu_no_Shisen_1942/pics,4.6
215,Nekota no Koto ga Kininatte Shikatanai. (ONA),8603,ONA,4,Apr 2015 - Apr 2015,1807,https://myanimelist.net/anime/30842/Nekota_no_Koto_ga_Kininatte_Shikatanai_ONA,https://myanimelist.net/anime/30842/Nekota_no_Koto_ga_Kininatte_Shikatanai_ONA/pics,6.06
216,Pucca (TV),5636,TV,26,Sep 2006 - May 2007,16801,https://myanimelist.net/anime/6609/Pucca_TV,https://myanimelist.net/anime/6609/Pucca_TV/pics,6.65
217,Youjo Senki Movie: Manner Eizou,4789,Movie,1,Feb 2019 - Feb 2019,18453,https://myanimelist.net/anime/40298/Youjo_Senki_Movie__Manner_Eizou,https://myanimelist.net/anime/40298/Youjo_Senki_Movie__Manner_Eizou/pics,6.82
